date,Brand,Batch,FV,Notes,Fermentation Start Date/Time,Test Operation,Test,gravity_test,date,temp_test,date
2019-04-05 08:28:11,White,F16485,B02,starter,2019-04-02 23:30:00,Gravity Check,GRAVITY,5.19,2019-04-05 08:28:11,68.6,2019-04-05 08:28:11
2019-04-05 08:31:29,White,F16481,B07,glycol trial,2019-04-02 13:05:00,Gravity Check,GRAVITY,3.67,2019-04-05 08:31:29,68.0,2019-04-05 08:31:29
2019-04-05 08:45:22,White,F16473,B15,spunding trial,2019-04-02 03:42:00,Gravity Check,GRAVITY,3.89,2019-04-05 08:45:22,68.7,2019-04-05 08:45:22
2019-04-05 09:01:07,White,F16456,B20,,2019-03-27 18:39:00,Cold,GRAVITY,2.53,2019-04-05 09:01:07,59.9,2019-04-05 09:01:07
2019-04-06 10:50:38,White,F16497,B03,,2019-04-04 05:24:00,Gravity Check,GRAVITY,4.7,2019-04-06 10:50:38,65.1,2019-04-06 10:50:38
2019-04-06 10:55:32,White,F16489,B19,,2019-04-03 19:09:00,Gravity Check,GRAVITY,4.35,2019-04-06 10:55:32,68.4,2019-04-06 10:55:32
2019-04-06 10:57:16,White,F16473,B15,spunding trial,2019-04-02 03:42:00,Gravity Check,GRAVITY,2.7,2019-04-06 10:57:16,68.3,2019-04-06 10:57:16
2019-04-06 11:04:39,White,F16485,B02,starter,2019-04-02 23:30:00,Gravity Check,GRAVITY,2.88,2019-04-06 11:04:39,68.5,2019-04-06 11:04:39
2019-04-06 11:08:20,White,F16481,B07,glycol trial,2019-04-02 13:05:00,Gravity Check,GRAVITY,2.61,2019-04-06 11:08:20,68.2,2019-04-06 11:08:20
2019-04-07 14:48:53,White,F16485,B02,starter,2019-04-02 23:30:00,Gravity Check,GRAVITY,2.67,2019-04-07 14:48:53,68.2,2019-04-07 14:48:53
2019-04-07 14:49:16,White,F16497,B03,,2019-04-04 05:24:00,Gravity Check,GRAVITY,2.68,2019-04-07 14:49:16,68.5,2019-04-07 14:49:16
2019-04-07 14:49:44,White,F16481,B07,glycol trial,2019-04-02 13:05:00,Gravity Check,GRAVITY,2.63,2019-04-07 14:49:44,67.7,2019-04-07 14:49:44
2019-04-07 14:50:13,White,F16473,B15,spunding trial,2019-04-02 03:42:00,Gravity Check,GRAVITY,2.5,2019-04-07 14:50:13,68.6,2019-04-07 14:50:13
2019-04-07 14:50:34,White,F16489,B19,,2019-04-03 19:09:00,Gravity Check,GRAVITY,2.7,2019-04-07 14:50:34,68.5,2019-04-07 14:50:34
2019-04-08 13:55:19,White,F16485,B02,starter,2019-04-02 23:30:00,Gravity Check,GRAVITY,2.6,2019-04-08 13:55:19,68.0,2019-04-08 13:55:19
2019-04-08 13:55:45,White,F16497,B03,,2019-04-04 05:24:00,Gravity Check,GRAVITY,2.63,2019-04-08 13:55:45,67.7,2019-04-08 13:55:45
2019-04-08 13:56:11,White,F16481,B07,glycol trial,2019-04-02 13:05:00,Gravity Check,GRAVITY,2.63,2019-04-08 13:56:11,67.2,2019-04-08 13:56:11
2019-04-08 13:56:44,White,F16473,B15,spunding trial,2019-04-02 03:42:00,Gravity Check,GRAVITY,2.5,2019-04-08 13:56:44,68.3,2019-04-08 13:56:44
2019-04-08 13:57:08,White,F16489,B19,,2019-04-03 19:09:00,Gravity Check,GRAVITY,2.69,2019-04-08 13:57:08,68.4,2019-04-08 13:57:08
2019-04-09 08:27:39,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Day 1,GRAVITY,11.33,2019-04-09 08:27:39,64.2,2019-04-09 08:27:39
2019-04-09 08:51:11,White,F16497,B03,,2019-04-04 05:24:00,Gravity Check,GRAVITY,2.6,2019-04-09 08:51:11,67.1,2019-04-09 08:51:11
2019-04-09 08:57:02,White,F16489,B19,,2019-04-03 19:09:00,Gravity Check,GRAVITY,2.63,2019-04-09 08:57:02,67.9,2019-04-09 08:57:02
2019-04-09 09:00:46,White,F16485,B02,starter,2019-04-02 23:30:00,Gravity Check,GRAVITY,2.59,2019-04-09 09:00:46,67.5,2019-04-09 09:00:46
2019-04-09 09:16:02,White,F16481,B07,glycol trial,2019-04-02 13:05:00,Gravity Check,GRAVITY,2.56,2019-04-09 09:16:02,67.3,2019-04-09 09:16:02
2019-04-09 09:23:23,White,F16473,B15,spunding trial,2019-04-02 03:42:00,Gravity Check,GRAVITY,2.45,2019-04-09 09:23:23,67.8,2019-04-09 09:23:23
2019-04-10 12:21:42,White,F16485,B02,starter,2019-04-02 23:30:00,Gravity Check,GRAVITY,2.58,2019-04-10 12:21:42,67.0,2019-04-10 12:21:42
2019-04-10 12:22:08,White,F16497,B03,,2019-04-04 05:24:00,Gravity Check,GRAVITY,2.63,2019-04-10 12:22:08,66.7,2019-04-10 12:22:08
2019-04-10 12:22:45,White,F16516,B04,,2019-04-09 13:38:00,Day 1,GRAVITY,9.94,2019-04-10 12:22:45,65.4,2019-04-10 12:22:45
2019-04-10 12:23:20,White,F16481,B07,glycol trial,2019-04-02 13:05:00,Gravity Check,GRAVITY,2.57,2019-04-10 12:23:20,66.4,2019-04-10 12:23:20
2019-04-10 12:24:08,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Day 2,GRAVITY,7.98,2019-04-10 12:24:08,65.7,2019-04-10 12:24:08
2019-04-10 12:24:44,White,F16473,B15,spunding trial,2019-04-02 03:42:00,Cold,GRAVITY,2.45,2019-04-10 12:24:44,59.9,2019-04-10 12:24:44
2019-04-10 12:25:10,White,F16489,B19,,2019-04-03 19:09:00,Gravity Check,GRAVITY,2.59,2019-04-10 12:25:10,68.1,2019-04-10 12:25:10
2019-04-11 08:19:05,White,F16530,B10,,2019-04-11 00:43:00,Day 1,GRAVITY,11.27,2019-04-11 08:19:05,65.4,2019-04-11 08:19:05
2019-04-11 08:31:23,White,F16521,B17,,2019-04-10 12:05:00,Day 1,GRAVITY,9.42,2019-04-11 08:31:23,65.1,2019-04-11 08:31:23
2019-04-11 08:42:06,White,F16516,B04,,2019-04-09 13:38:00,Day 2,GRAVITY,6.27,2019-04-11 08:42:06,65.9,2019-04-11 08:42:06
2019-04-11 08:50:57,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Gravity Check,GRAVITY,4.96,2019-04-11 08:50:57,68.7,2019-04-11 08:50:57
2019-04-11 09:22:53,White,F16497,B03,,2019-04-04 05:24:00,Gravity Check,GRAVITY,2.57,2019-04-11 09:22:53,66.2,2019-04-11 09:22:53
2019-04-11 09:39:47,White,F16489,B19,,2019-04-03 19:09:00,Gravity Check,GRAVITY,2.59,2019-04-11 09:39:47,67.6,2019-04-11 09:39:47
2019-04-11 09:52:27,White,F16485,B02,starter,2019-04-02 23:30:00,Cold,GRAVITY,2.65,2019-04-11 09:52:27,58.0,2019-04-11 09:52:27
2019-04-11 09:58:38,White,F16481,B07,glycol trial,2019-04-02 13:05:00,Cold,GRAVITY,2.59,2019-04-11 09:58:38,58.0,2019-04-11 09:58:38
2019-04-11 18:00:58,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Gravity Check,GRAVITY,3.78,2019-04-11 18:00:58,68.8,2019-04-11 18:00:58
2019-04-12 08:27:04,White,F16530,B10,,2019-04-11 00:43:00,Day 2,GRAVITY,8.51,2019-04-12 08:27:04,65.9,2019-04-12 08:27:04
2019-04-12 08:37:10,White,F16521,B17,,2019-04-10 12:05:00,Day 2,GRAVITY,5.94,2019-04-12 08:37:10,65.5,2019-04-12 08:37:10
2019-04-12 08:43:04,White,F16516,B04,,2019-04-09 13:38:00,Gravity Check,GRAVITY,2.83,2019-04-12 08:43:04,68.8,2019-04-12 08:43:04
2019-04-12 08:48:32,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Gravity Check,GRAVITY,2.7,2019-04-12 08:48:32,68.9,2019-04-12 08:48:32
2019-04-12 09:10:20,White,F16497,B03,,2019-04-04 05:24:00,Cold,GRAVITY,2.51,2019-04-12 09:10:20,58.1,2019-04-12 09:10:20
2019-04-12 09:16:04,White,F16489,B19,,2019-04-03 19:09:00,Cold,GRAVITY,2.55,2019-04-12 09:16:04,59.9,2019-04-12 09:16:04
2019-04-13 15:45:20,White,F16516,B04,,2019-04-09 13:38:00,Gravity Check,GRAVITY,2.58,2019-04-13 15:45:20,68.2,2019-04-13 15:45:20
2019-04-13 15:47:01,White,F16530,B10,,2019-04-11 00:43:00,Gravity Check,GRAVITY,3.34,2019-04-13 15:47:01,67.5,2019-04-13 15:47:01
2019-04-13 15:47:32,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Gravity Check,GRAVITY,2.48,2019-04-13 15:47:32,68.7,2019-04-13 15:47:32
2019-04-13 15:48:00,White,F16521,B17,,2019-04-10 12:05:00,Gravity Check,GRAVITY,2.68,2019-04-13 15:48:00,68.5,2019-04-13 15:48:00
2019-04-14 15:16:32,White,F16516,B04,,2019-04-09 13:38:00,Gravity Check,GRAVITY,2.55,2019-04-14 15:16:32,68.2,2019-04-14 15:16:32
2019-04-14 15:18:21,White,F16530,B10,,2019-04-11 00:43:00,Gravity Check,GRAVITY,2.67,2019-04-14 15:18:21,67.9,2019-04-14 15:18:21
2019-04-14 15:19:00,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Gravity Check,GRAVITY,2.42,2019-04-14 15:19:00,68.8,2019-04-14 15:19:00
2019-04-14 15:19:33,White,F16521,B17,,2019-04-10 12:05:00,Gravity Check,GRAVITY,2.51,2019-04-14 15:19:33,68.4,2019-04-14 15:19:33
2019-04-15 14:54:49,White,F16530,B10,,2019-04-11 00:43:00,Gravity Check,GRAVITY,2.6,2019-04-15 14:54:49,68.0,2019-04-15 14:54:49
2019-04-15 14:57:48,White,F16521,B17,,2019-04-10 12:05:00,Gravity Check,GRAVITY,2.51,2019-04-15 14:57:48,68.3,2019-04-15 14:57:48
2019-04-15 15:05:40,White,F16516,B04,,2019-04-09 13:38:00,Gravity Check,GRAVITY,2.46,2019-04-15 15:05:40,67.9,2019-04-15 15:05:40
2019-04-15 15:08:54,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Gravity Check,GRAVITY,2.48,2019-04-15 15:08:54,68.4,2019-04-15 15:08:54
2019-04-16 11:25:27,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Day 1,GRAVITY,11.33,2019-04-16 11:25:27,65.1,2019-04-16 11:25:27
2019-04-16 11:49:14,White,F16530,B10,,2019-04-11 00:43:00,Gravity Check,GRAVITY,2.57,2019-04-16 11:49:14,68.5,2019-04-16 11:49:14
2019-04-16 11:54:49,White,F16521,B17,,2019-04-10 12:05:00,Gravity Check,GRAVITY,2.46,2019-04-16 11:54:49,68.0,2019-04-16 11:54:49
2019-04-16 12:01:41,White,F16516,B04,,2019-04-09 13:38:00,Gravity Check,GRAVITY,2.45,2019-04-16 12:01:41,67.6,2019-04-16 12:01:41
2019-04-16 12:17:33,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Gravity Check,GRAVITY,2.39,2019-04-16 12:17:33,68.4,2019-04-16 12:17:33
2019-04-17 08:21:10,White,F16549,B16,,2019-04-17 02:51:00,Day 1,GRAVITY,11.26,2019-04-17 08:21:10,64.5,2019-04-17 08:21:10
2019-04-17 08:37:16,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Day 2,GRAVITY,8.48,2019-04-17 08:37:16,65.5,2019-04-17 08:37:16
2019-04-17 08:59:04,White,F16530,B10,,2019-04-11 00:43:00,Gravity Check,GRAVITY,2.56,2019-04-17 08:59:04,68.3,2019-04-17 08:59:04
2019-04-17 09:05:57,White,F16521,B17,,2019-04-10 12:05:00,Gravity Check,GRAVITY,2.45,2019-04-17 09:05:57,67.8,2019-04-17 09:05:57
2019-04-17 09:12:08,White,F16516,B04,,2019-04-09 13:38:00,Cold,GRAVITY,2.5,2019-04-17 09:12:08,58.4,2019-04-17 09:12:08
2019-04-17 09:27:08,White,F16508,B14,spunding trial,2019-04-09 03:35:00,Cold,GRAVITY,2.45,2019-04-17 09:27:08,60.3,2019-04-17 09:27:08
2019-04-18 13:26:09,White,F16561,B05,,2019-04-17 22:21:00,Day 1,GRAVITY,10.77,2019-04-18 13:26:09,65.9,2019-04-18 13:26:09
2019-04-18 13:47:32,White,F16557,B08,,2019-04-17 12:59:00,Day 1,GRAVITY,9.62,2019-04-18 13:47:32,65.8,2019-04-18 13:47:32
2019-04-18 14:02:44,White,F16549,B16,,2019-04-17 02:51:00,Day 2,GRAVITY,7.35,2019-04-18 14:02:44,65.8,2019-04-18 14:02:44
2019-04-18 14:08:53,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Gravity Check,GRAVITY,4.36,2019-04-18 14:08:53,68.7,2019-04-18 14:08:53
2019-04-18 14:26:25,White,F16530,B10,,2019-04-11 00:43:00,Gravity Check,GRAVITY,2.53,2019-04-18 14:26:25,68.2,2019-04-18 14:26:25
2019-04-18 14:40:25,White,F16521,B17,,2019-04-10 12:05:00,Gravity Check,GRAVITY,2.46,2019-04-18 14:40:25,67.8,2019-04-18 14:40:25
2019-04-18 17:59:58,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Gravity Check,GRAVITY,3.96,2019-04-18 17:59:58,68.7,2019-04-18 17:59:58
2019-04-19 08:22:33,White,F16561,B05,,2019-04-17 22:21:00,Day 2,GRAVITY,8.07,2019-04-19 08:22:33,65.8,2019-04-19 08:22:33
2019-04-19 08:31:26,White,F16557,B08,,2019-04-17 12:59:00,Day 2,GRAVITY,6.59,2019-04-19 08:31:26,65.4,2019-04-19 08:31:26
2019-04-19 08:36:23,White,F16549,B16,,2019-04-17 02:51:00,Gravity Check,GRAVITY,4.55,2019-04-19 08:36:23,68.9,2019-04-19 08:36:23
2019-04-19 08:41:43,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Gravity Check,GRAVITY,2.86,2019-04-19 08:41:43,68.7,2019-04-19 08:41:43
2019-04-19 08:57:26,White,F16530,B10,,2019-04-11 00:43:00,Cold,GRAVITY,2.55,2019-04-19 08:57:26,58.6,2019-04-19 08:57:26
2019-04-19 09:03:32,White,F16521,B17,,2019-04-10 12:05:00,Cold,GRAVITY,2.46,2019-04-19 09:03:32,59.9,2019-04-19 09:03:32
2019-04-20 10:19:16,White,F16561,B05,,2019-04-17 22:21:00,Gravity Check,GRAVITY,3.53,2019-04-20 10:19:16,68.9,2019-04-20 10:19:16
2019-04-20 10:22:34,White,F16557,B08,,2019-04-17 12:59:00,Gravity Check,GRAVITY,2.92,2019-04-20 10:22:34,68.8,2019-04-20 10:22:34
2019-04-20 10:26:59,White,F16549,B16,,2019-04-17 02:51:00,Gravity Check,GRAVITY,2.66,2019-04-20 10:26:59,68.7,2019-04-20 10:26:59
2019-04-20 10:32:28,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Gravity Check,GRAVITY,2.51,2019-04-20 10:32:28,68.7,2019-04-20 10:32:28
2019-04-21 16:44:58,White,F16561,B05,,2019-04-17 22:21:00,Gravity Check,GRAVITY,2.59,2019-04-21 16:44:58,68.5,2019-04-21 16:44:58
2019-04-21 16:48:17,White,F16557,B08,,2019-04-17 12:59:00,Gravity Check,GRAVITY,2.62,2019-04-21 16:48:17,68.1,2019-04-21 16:48:17
2019-04-21 16:49:59,White,F16549,B16,,2019-04-17 02:51:00,Gravity Check,GRAVITY,2.59,2019-04-21 16:49:59,68.4,2019-04-21 16:49:59
2019-04-21 16:50:45,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Gravity Check,GRAVITY,2.54,2019-04-21 16:50:45,68.7,2019-04-21 16:50:45
2019-04-22 09:38:29,White,F16561,B05,,2019-04-17 22:21:00,Gravity Check,GRAVITY,2.53,2019-04-22 09:38:29,68.3,2019-04-22 09:38:29
2019-04-22 09:43:12,White,F16557,B08,,2019-04-17 12:59:00,Gravity Check,GRAVITY,2.6,2019-04-22 09:43:12,67.9,2019-04-22 09:43:12
2019-04-22 09:50:14,White,F16549,B16,,2019-04-17 02:51:00,Gravity Check,GRAVITY,2.5,2019-04-22 09:50:14,68.3,2019-04-22 09:50:14
2019-04-22 09:54:18,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Gravity Check,GRAVITY,2.5,2019-04-22 09:54:18,68.5,2019-04-22 09:54:18
2019-04-23 08:18:31,White,F16577,B07,,2019-04-23 03:42:00,Day 1,GRAVITY,11.43,2019-04-23 08:18:31,64.2,2019-04-23 08:18:31
2019-04-23 08:37:00,White,F16573,B12,,2019-04-22 18:19:00,Day 1,GRAVITY,11.33,2019-04-23 08:37:00,65.7,2019-04-23 08:37:00
2019-04-23 09:10:43,White,F16561,B05,,2019-04-17 22:21:00,Gravity Check,GRAVITY,2.64,2019-04-23 09:10:43,68.4,2019-04-23 09:10:43
2019-04-23 09:15:43,White,F16557,B08,,2019-04-17 12:59:00,Gravity Check,GRAVITY,2.61,2019-04-23 09:15:43,68.1,2019-04-23 09:15:43
2019-04-23 09:23:08,White,F16549,B16,,2019-04-17 02:51:00,Gravity Check,GRAVITY,2.55,2019-04-23 09:23:08,68.2,2019-04-23 09:23:08
2019-04-23 09:29:27,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Gravity Check,GRAVITY,2.48,2019-04-23 09:29:27,68.5,2019-04-23 09:29:27
2019-04-24 14:25:07,White,F16589,B11,,2019-04-24 09:41:00,Day 1,GRAVITY,11.38,2019-04-24 14:25:07,64.9,2019-04-24 14:25:07
2019-04-24 14:37:31,White,F16581,B13,,2019-04-23 23:16:00,Day 1,GRAVITY,10.71,2019-04-24 14:37:31,64.9,2019-04-24 14:37:31
2019-04-24 14:49:55,White,F16577,B07,,2019-04-23 03:42:00,Day 2,GRAVITY,8.87,2019-04-24 14:49:55,65.4,2019-04-24 14:49:55
2019-04-24 15:00:05,White,F16573,B12,,2019-04-22 18:19:00,Day 2,GRAVITY,7.33,2019-04-24 15:00:05,65.8,2019-04-24 15:00:05
2019-04-24 16:12:40,White,F16561,B05,,2019-04-17 22:21:00,Gravity Check,GRAVITY,2.52,2019-04-24 16:12:40,68.1,2019-04-24 16:12:40
2019-04-24 16:19:30,White,F16557,B08,,2019-04-17 12:59:00,Gravity Check,GRAVITY,2.55,2019-04-24 16:19:30,67.7,2019-04-24 16:19:30
2019-04-24 16:39:30,White,F16549,B16,,2019-04-17 02:51:00,Gravity Check,GRAVITY,2.52,2019-04-24 16:39:30,68.0,2019-04-24 16:39:30
2019-04-24 16:55:11,White,F16541,B18,spunding trial,2019-04-16 07:17:00,Cold,GRAVITY,2.48,2019-04-24 16:55:11,60.1,2019-04-24 16:55:11
2019-04-25 08:38:03,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Day 1,GRAVITY,11.31,2019-04-25 08:38:03,64.8,2019-04-25 08:38:03
2019-04-25 08:47:20,White,F16589,B11,,2019-04-24 09:41:00,Day 2,GRAVITY,9.87,2019-04-25 08:47:20,65.7,2019-04-25 08:47:20
2019-04-25 08:59:33,White,F16581,B13,,2019-04-23 23:16:00,Day 2,GRAVITY,8.42,2019-04-25 08:59:33,65.3,2019-04-25 08:59:33
2019-04-25 09:04:07,White,F16577,B07,,2019-04-23 03:42:00,Gravity Check,GRAVITY,5.67,2019-04-25 09:04:07,68.5,2019-04-25 09:04:07
2019-04-25 09:08:22,White,F16573,B12,,2019-04-22 18:19:00,Gravity Check,GRAVITY,4.15,2019-04-25 09:08:22,68.5,2019-04-25 09:08:22
2019-04-25 09:31:33,White,F16561,B05,,2019-04-17 22:21:00,Gravity Check,GRAVITY,2.55,2019-04-25 09:31:33,67.8,2019-04-25 09:31:33
2019-04-25 09:44:51,White,F16557,B08,,2019-04-17 12:59:00,Cold,GRAVITY,2.59,2019-04-25 09:44:51,58.2,2019-04-25 09:44:51
2019-04-25 09:51:55,White,F16549,B16,,2019-04-17 02:51:00,Cold,GRAVITY,2.58,2019-04-25 09:51:55,60.1,2019-04-25 09:51:55
2019-04-26 08:23:18,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Day 2,GRAVITY,8.16,2019-04-26 08:23:18,65.8,2019-04-26 08:23:18
2019-04-26 08:27:21,White,F16589,B11,,2019-04-24 09:41:00,Gravity Check,GRAVITY,6.07,2019-04-26 08:27:21,65.4,2019-04-26 08:27:21
2019-04-26 08:33:18,White,F16581,B13,,2019-04-23 23:16:00,Gravity Check,GRAVITY,5.03,2019-04-26 08:33:18,68.7,2019-04-26 08:33:18
2019-04-26 08:37:07,White,F16577,B07,,2019-04-23 03:42:00,Gravity Check,GRAVITY,2.86,2019-04-26 08:37:07,68.7,2019-04-26 08:37:07
2019-04-26 08:41:05,White,F16573,B12,,2019-04-22 18:19:00,Gravity Check,GRAVITY,2.64,2019-04-26 08:41:05,68.3,2019-04-26 08:41:05
2019-04-26 08:55:40,White,F16561,B05,,2019-04-17 22:21:00,Cold,GRAVITY,2.53,2019-04-26 08:55:40,58.4,2019-04-26 08:55:40
2019-04-27 13:13:47,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Gravity Check,GRAVITY,3.75,2019-04-27 13:13:47,68.7,2019-04-27 13:13:47
2019-04-27 13:19:28,White,F16581,B13,,2019-04-23 23:16:00,Gravity Check,GRAVITY,2.67,2019-04-27 13:19:28,68.4,2019-04-27 13:19:28
2019-04-27 13:20:46,White,F16589,B11,,2019-04-24 09:41:00,Gravity Check,GRAVITY,2.71,2019-04-27 13:20:46,68.9,2019-04-27 13:20:46
2019-04-27 13:23:42,White,F16577,B07,,2019-04-23 03:42:00,Gravity Check,GRAVITY,2.51,2019-04-27 13:23:42,68.5,2019-04-27 13:23:42
2019-04-27 13:25:08,White,F16573,B12,,2019-04-22 18:19:00,Gravity Check,GRAVITY,2.48,2019-04-27 13:25:08,68.0,2019-04-27 13:25:08
2019-04-28 17:22:41,White,F16577,B07,,2019-04-23 03:42:00,Gravity Check,GRAVITY,2.53,2019-04-28 17:22:41,67.7,2019-04-28 17:22:41
2019-04-28 17:23:29,White,F16589,B11,,2019-04-24 09:41:00,Gravity Check,GRAVITY,2.62,2019-04-28 17:23:29,68.4,2019-04-28 17:23:29
2019-04-28 17:23:51,White,F16573,B12,,2019-04-22 18:19:00,Gravity Check,GRAVITY,2.54,2019-04-28 17:23:51,67.6,2019-04-28 17:23:51
2019-04-28 17:24:14,White,F16581,B13,,2019-04-23 23:16:00,Gravity Check,GRAVITY,2.6,2019-04-28 17:24:14,68.5,2019-04-28 17:24:14
2019-04-28 17:24:37,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Gravity Check,GRAVITY,2.45,2019-04-28 17:24:37,68.9,2019-04-28 17:24:37
2019-04-29 13:23:27,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Gravity Check,GRAVITY,2.54,2019-04-29 13:23:27,68.8,2019-04-29 13:23:27
2019-04-29 13:35:21,White,F16589,B11,,2019-04-24 09:41:00,Gravity Check,GRAVITY,2.49,2019-04-29 13:35:21,68.2,2019-04-29 13:35:21
2019-04-29 13:46:44,White,F16581,B13,,2019-04-23 23:16:00,Gravity Check,GRAVITY,2.49,2019-04-29 13:46:44,68.6,2019-04-29 13:46:44
2019-04-29 13:54:58,White,F16577,B07,,2019-04-23 03:42:00,Gravity Check,GRAVITY,2.45,2019-04-29 13:54:58,67.5,2019-04-29 13:54:58
2019-04-29 13:59:51,White,F16573,B12,,2019-04-22 18:19:00,Gravity Check,GRAVITY,2.48,2019-04-29 13:59:51,67.2,2019-04-29 13:59:51
2019-04-30 08:35:42,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Day 1,GRAVITY,11.24,2019-04-30 08:35:42,64.6,2019-04-30 08:35:42
2019-04-30 08:53:17,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Gravity Check,GRAVITY,2.43,2019-04-30 08:53:17,68.7,2019-04-30 08:53:17
2019-04-30 09:06:22,White,F16589,B11,,2019-04-24 09:41:00,Gravity Check,GRAVITY,2.56,2019-04-30 09:06:22,68.3,2019-04-30 09:06:22
2019-04-30 09:12:34,White,F16581,B13,,2019-04-23 23:16:00,Gravity Check,GRAVITY,2.51,2019-04-30 09:12:34,68.4,2019-04-30 09:12:34
2019-04-30 09:17:50,White,F16577,B07,,2019-04-23 03:42:00,Gravity Check,GRAVITY,2.53,2019-04-30 09:17:50,68.0,2019-04-30 09:17:50
2019-04-30 09:29:16,White,F16573,B12,,2019-04-22 18:19:00,Gravity Check,GRAVITY,2.49,2019-04-30 09:29:16,67.1,2019-04-30 09:29:16
2019-05-01 02:02:26,White,F16621,B04,,2019-05-01 09:33:00,Yeast Pitch,GRAVITY,6.14,2019-05-01 02:02:26,,
2019-05-01 13:00:52,White,F16621,B04,,2019-05-01 09:33:00,Day 1,GRAVITY,11.34,2019-05-01 13:00:52,64.9,2019-05-01 13:00:52
2019-05-01 13:14:08,White,F16617,B02,,2019-04-30 23:27:00,Day 1,GRAVITY,10.77,2019-05-01 13:14:08,65.6,2019-05-01 13:14:08
2019-05-01 13:25:14,White,F16613,B03,,2019-04-30 13:52:00,Day 1,GRAVITY,9.54,2019-05-01 13:25:14,65.6,2019-05-01 13:25:14
2019-05-01 13:30:53,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Day 2,GRAVITY,8.11,2019-05-01 13:30:53,65.5,2019-05-01 13:30:53
2019-05-01 13:41:20,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Gravity Check,GRAVITY,2.28,2019-05-01 13:41:20,68.5,2019-05-01 13:41:20
2019-05-01 13:50:55,White,F16589,B11,,2019-04-24 09:41:00,Gravity Check,GRAVITY,2.45,2019-05-01 13:50:55,68.0,2019-05-01 13:50:55
2019-05-01 13:53:51,White,F16581,B13,,2019-04-23 23:16:00,Gravity Check,GRAVITY,2.43,2019-05-01 13:53:51,68.4,2019-05-01 13:53:51
2019-05-01 14:29:09,White,F16577,B07,,2019-04-23 03:42:00,Cold,GRAVITY,2.5,2019-05-01 14:29:09,57.9,2019-05-01 14:29:09
2019-05-01 15:17:30,White,F16573,B12,,2019-04-22 18:19:00,Cold,GRAVITY,2.5,2019-05-01 15:17:30,58.7,2019-05-01 15:17:30
2019-05-02 09:08:49,White,F16625,B19,,2019-05-02 05:12:00,Day 1,GRAVITY,11.34,2019-05-02 09:08:49,64.4,2019-05-02 09:08:49
2019-05-02 09:25:56,White,F16621,B04,,2019-05-01 09:33:00,Day 2,GRAVITY,10.02,2019-05-02 09:25:56,65.5,2019-05-02 09:25:56
2019-05-02 09:36:50,White,F16617,B02,,2019-04-30 23:27:00,Day 2,GRAVITY,7.69,2019-05-02 09:36:50,65.4,2019-05-02 09:36:50
2019-05-02 09:55:28,White,F16613,B03,,2019-04-30 13:52:00,Day 2,GRAVITY,6.25,2019-05-02 09:55:28,65.3,2019-05-02 09:55:28
2019-05-02 10:39:31,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Gravity Check,GRAVITY,5.43,2019-05-02 10:39:31,68.7,2019-05-02 10:39:31
2019-05-02 11:14:18,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Gravity Check,GRAVITY,2.37,2019-05-02 11:14:18,60.1,2019-05-02 11:14:18
2019-05-02 11:23:46,White,F16589,B11,,2019-04-24 09:41:00,Cold,GRAVITY,2.45,2019-05-02 11:23:46,58.2,2019-05-02 11:23:46
2019-05-02 11:29:00,White,F16581,B13,,2019-04-23 23:16:00,Cold,GRAVITY,2.43,2019-05-02 11:29:00,60.0,2019-05-02 11:29:00
2019-05-02 13:05:30,White,F16593,B20,spunding trial,2019-04-25 05:17:00,Cold,GRAVITY,2.4,2019-05-02 13:05:30,60.1,2019-05-02 13:05:30
2019-05-03 08:40:43,White,F16625,B19,,2019-05-02 05:12:00,Day 2,GRAVITY,9.12,2019-05-03 08:40:43,65.7,2019-05-03 08:40:43
