date,Brand,Batch,FV,Notes,Fermentation Start Date/Time,Test Operation,Test,gravity_test,date,temp_test,date
2019-05-03 08:46:35,White,F16621,B04,,2019-05-01 09:33:00,Gravity Check,GRAVITY,6.33,2019-05-03 08:46:35,65.6,2019-05-03 08:46:35
2019-05-03 08:54:04,White,F16617,B02,,2019-04-30 23:27:00,Gravity Check,GRAVITY,3.68,2019-05-03 08:54:04,68.6,2019-05-03 08:54:04
2019-05-03 08:58:38,White,F16613,B03,,2019-04-30 13:52:00,Gravity Check,GRAVITY,3.02,2019-05-03 08:58:38,68.1,2019-05-03 08:58:38
2019-05-03 09:17:09,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Gravity Check,GRAVITY,3.27,2019-05-03 09:17:09,68.4,2019-05-03 09:17:09
2019-05-04 15:57:04,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Gravity Check,GRAVITY,2.68,2019-05-04 15:57:04,67.5,2019-05-04 15:57:04
2019-05-04 16:00:03,White,F16621,B04,,2019-05-01 09:33:00,Gravity Check,GRAVITY,2.76,2019-05-04 16:00:03,68.5,2019-05-04 16:00:03
2019-05-04 16:01:17,White,F16625,B19,,2019-05-02 05:12:00,Gravity Check,GRAVITY,5.17,2019-05-04 16:01:17,65.6,2019-05-04 16:01:17
2019-05-04 16:06:29,White,F16617,B02,,2019-04-30 23:27:00,Gravity Check,GRAVITY,2.58,2019-05-04 16:06:29,68.7,2019-05-04 16:06:29
2019-05-04 16:07:43,White,F16613,B03,,2019-04-30 13:52:00,Gravity Check,GRAVITY,2.56,2019-05-04 16:07:43,67.8,2019-05-04 16:07:43
2019-05-05 17:16:37,White,F16617,B02,,2019-04-30 23:27:00,Gravity Check,GRAVITY,2.63,2019-05-05 17:16:37,68.5,2019-05-05 17:16:37
2019-05-05 17:16:57,White,F16613,B03,,2019-04-30 13:52:00,Gravity Check,GRAVITY,2.63,2019-05-05 17:16:57,67.6,2019-05-05 17:16:57
2019-05-05 17:17:22,White,F16621,B04,,2019-05-01 09:33:00,Gravity Check,GRAVITY,2.65,2019-05-05 17:17:22,68.3,2019-05-05 17:17:22
2019-05-05 17:19:15,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Gravity Check,GRAVITY,2.47,2019-05-05 17:19:15,67.6,2019-05-05 17:19:15
2019-05-05 17:19:38,White,F16625,B19,,2019-05-02 05:12:00,Gravity Check,GRAVITY,2.87,2019-05-05 17:19:38,68.5,2019-05-05 17:19:38
2019-05-06 09:27:22,White,F16625,B19,,2019-05-02 05:12:00,Gravity Check,GRAVITY,2.66,2019-05-06 09:27:22,68.4,2019-05-06 09:27:22
2019-05-06 09:31:21,White,F16621,B04,,2019-05-01 09:33:00,Gravity Check,GRAVITY,2.58,2019-05-06 09:31:21,68.4,2019-05-06 09:31:21
2019-05-06 09:35:20,White,F16617,B02,,2019-04-30 23:27:00,Gravity Check,GRAVITY,2.55,2019-05-06 09:35:20,68.3,2019-05-06 09:35:20
2019-05-06 09:38:59,White,F16613,B03,,2019-04-30 13:52:00,Gravity Check,GRAVITY,2.55,2019-05-06 09:38:59,67.4,2019-05-06 09:38:59
2019-05-06 11:24:19,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Gravity Check,GRAVITY,2.45,2019-05-06 11:24:19,67.5,2019-05-06 11:24:19
2019-05-07 08:30:06,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Day 1,GRAVITY,11.33,2019-05-07 08:30:06,64.2,2019-05-07 08:30:06
2019-05-07 08:54:08,White,F16625,B19,,2019-05-02 05:12:00,Gravity Check,GRAVITY,2.68,2019-05-07 08:54:08,68.2,2019-05-07 08:54:08
2019-05-07 09:08:03,White,F16621,B04,,2019-05-01 09:33:00,Gravity Check,GRAVITY,2.57,2019-05-07 09:08:03,68.0,2019-05-07 09:08:03
2019-05-07 09:15:09,White,F16617,B02,,2019-04-30 23:27:00,Gravity Check,GRAVITY,2.59,2019-05-07 09:15:09,68.1,2019-05-07 09:15:09
2019-05-07 09:19:18,White,F16613,B03,,2019-04-30 13:52:00,Gravity Check,GRAVITY,2.59,2019-05-07 09:19:18,67.4,2019-05-07 09:19:18
2019-05-07 09:30:43,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Gravity Check,GRAVITY,2.5,2019-05-07 09:30:43,67.4,2019-05-07 09:30:43
2019-05-08 08:26:48,White,F16646,B17,,2019-05-07 23:15:00,Day 1,GRAVITY,11.23,2019-05-08 08:26:48,64.8,2019-05-08 08:26:48
2019-05-08 08:41:54,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Day 2,GRAVITY,8.77,2019-05-08 08:41:54,65.7,2019-05-08 08:41:54
2019-05-08 09:13:57,White,F16625,B19,,2019-05-02 05:12:00,Gravity Check,GRAVITY,2.68,2019-05-08 09:13:57,68.2,2019-05-08 09:13:57
2019-05-08 09:32:51,White,F16621,B04,,2019-05-01 09:33:00,Gravity Check,GRAVITY,2.58,2019-05-08 09:32:51,67.6,2019-05-08 09:32:51
2019-05-08 09:41:27,White,F16617,B02,,2019-04-30 23:27:00,Gravity Check,GRAVITY,2.58,2019-05-08 09:41:27,68.1,2019-05-08 09:41:27
2019-05-08 09:55:22,White,F16613,B03,,2019-04-30 13:52:00,Gravity Check,GRAVITY,2.56,2019-05-08 09:55:22,67.2,2019-05-08 09:55:22
2019-05-08 10:32:05,White,F16605,B15,spunding trial,2019-04-30 03:44:00,Cold,GRAVITY,2.5,2019-05-08 10:32:05,60.0,2019-05-08 10:32:05
2019-05-09 13:36:11,White,F16654,B18,,2019-05-08 18:44:00,Day 1,GRAVITY,9.64,2019-05-09 13:36:11,65.5,2019-05-09 13:36:11
2019-05-09 13:47:56,White,F16646,B17,,2019-05-07 23:15:00,Day 2,GRAVITY,7.51,2019-05-09 13:47:56,65.5,2019-05-09 13:47:56
2019-05-09 13:55:23,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Gravity Check,GRAVITY,5.34,2019-05-09 13:55:23,65.7,2019-05-09 13:55:23
2019-05-09 14:23:22,White,F16625,B19,,2019-05-02 05:12:00,Gravity Check,GRAVITY,2.62,2019-05-09 14:23:22,68.4,2019-05-09 14:23:22
2019-05-09 14:39:12,White,F16621,B04,,2019-05-01 09:33:00,Cold,GRAVITY,2.62,2019-05-09 14:39:12,59.1,2019-05-09 14:39:12
2019-05-09 14:54:48,White,F16617,B02,,2019-04-30 23:27:00,Cold,GRAVITY,2.61,2019-05-09 14:54:48,58.1,2019-05-09 14:54:48
2019-05-09 16:27:09,White,F16613,B03,,2019-04-30 13:52:00,Cold,GRAVITY,2.63,2019-05-09 16:27:09,58.1,2019-05-09 16:27:09
2019-05-10 08:40:13,White,F16654,B18,,2019-05-08 18:44:00,Day 2,GRAVITY,6.94,2019-05-10 08:40:13,65.5,2019-05-10 08:40:13
2019-05-10 08:46:41,White,F16646,B17,,2019-05-07 23:15:00,Gravity Check,GRAVITY,4.99,2019-05-10 08:46:41,68.7,2019-05-10 08:46:41
2019-05-10 09:04:28,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Gravity Check,GRAVITY,3.44,2019-05-10 09:04:28,68.7,2019-05-10 09:04:28
2019-05-10 09:24:58,White,F16625,B19,,2019-05-02 05:12:00,Cold,GRAVITY,2.65,2019-05-10 09:24:58,59.9,2019-05-10 09:24:58
2019-05-11 14:35:00,White,F16654,B18,,2019-05-08 18:44:00,Gravity Check,GRAVITY,3.02,2019-05-11 14:35:00,69.0,2019-05-11 14:35:00
2019-05-11 14:36:28,White,F16646,B17,,2019-05-07 23:15:00,Gravity Check,GRAVITY,2.56,2019-05-11 14:36:28,68.7,2019-05-11 14:36:28
2019-05-11 14:38:28,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Gravity Check,GRAVITY,2.4,2019-05-11 14:38:28,68.7,2019-05-11 14:38:28
2019-05-12 14:43:29,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Gravity Check,GRAVITY,2.34,2019-05-12 14:43:29,68.5,2019-05-12 14:43:29
2019-05-12 14:43:56,White,F16646,B17,,2019-05-07 23:15:00,Gravity Check,GRAVITY,2.52,2019-05-12 14:43:56,68.4,2019-05-12 14:43:56
2019-05-12 14:44:21,White,F16654,B18,,2019-05-08 18:44:00,Gravity Check,GRAVITY,2.55,2019-05-12 14:44:21,68.7,2019-05-12 14:44:21
2019-05-13 13:04:14,White,F16654,B18,,2019-05-08 18:44:00,Gravity Check,GRAVITY,2.39,2019-05-13 13:04:14,68.5,2019-05-13 13:04:14
2019-05-13 13:14:39,White,F16646,B17,,2019-05-07 23:15:00,Gravity Check,GRAVITY,2.41,2019-05-13 13:14:39,68.3,2019-05-13 13:14:39
2019-05-13 13:19:49,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Gravity Check,GRAVITY,2.37,2019-05-13 13:19:49,68.5,2019-05-13 13:19:49
2019-05-14 08:44:27,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Day 1,GRAVITY,11.3,2019-05-14 08:44:27,64.2,2019-05-14 08:44:27
2019-05-14 09:08:22,White,F16654,B18,,2019-05-08 18:44:00,Gravity Check,GRAVITY,2.49,2019-05-14 09:08:22,68.5,2019-05-14 09:08:22
2019-05-14 09:28:41,White,F16646,B17,,2019-05-07 23:15:00,Gravity Check,GRAVITY,2.5,2019-05-14 09:28:41,67.8,2019-05-14 09:28:41
2019-05-14 09:36:37,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Gravity Check,GRAVITY,2.37,2019-05-14 09:36:37,68.3,2019-05-14 09:36:37
2019-05-15 09:52:00,White,F16678,B16,,2019-05-14 23:09:00,Day 1,GRAVITY,11.05,2019-05-15 09:52:00,65.2,2019-05-15 09:52:00
2019-05-15 09:59:53,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Day 2,GRAVITY,8.6,2019-05-15 09:59:53,65.6,2019-05-15 09:59:53
2019-05-15 11:17:35,White,F16646,B17,,2019-05-07 23:15:00,Gravity Check,GRAVITY,2.44,2019-05-15 11:17:35,68.0,2019-05-15 11:17:35
2019-05-15 11:22:20,White,F16654,B18,,2019-05-08 18:44:00,Gravity Check,GRAVITY,2.46,2019-05-15 11:22:20,68.3,2019-05-15 11:22:20
2019-05-15 12:08:22,White,F16638,B14,spunding trial,2019-05-07 03:36:00,Cold,GRAVITY,2.25,2019-05-15 12:08:22,60.0,2019-05-15 12:08:22
2019-05-16 12:50:03,White,F16694,B10,,2019-05-16 04:51:00,Day 1,GRAVITY,11.28,2019-05-16 12:50:03,65.6,2019-05-16 12:50:03
2019-05-16 12:58:45,White,F16690,B08,,2019-05-15 17:50:00,Day 1,GRAVITY,9.95,2019-05-16 12:58:45,65.7,2019-05-16 12:58:45
2019-05-16 13:06:48,White,F16686,B05,,2019-05-15 09:19:00,Day 1,GRAVITY,9.82,2019-05-16 13:06:48,65.6,2019-05-16 13:06:48
2019-05-16 13:17:49,White,F16678,B16,,2019-05-14 23:09:00,Day 2,GRAVITY,7.72,2019-05-16 13:17:49,65.5,2019-05-16 13:17:49
2019-05-16 13:24:27,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Gravity Check,GRAVITY,5.13,2019-05-16 13:24:27,65.7,2019-05-16 13:24:27
2019-05-16 13:46:04,White,F16654,B18,,2019-05-08 18:44:00,Gravity Check,GRAVITY,2.44,2019-05-16 13:46:04,68.3,2019-05-16 13:46:04
2019-05-16 13:59:06,White,F16646,B17,,2019-05-07 23:15:00,Gravity Check,GRAVITY,2.41,2019-05-16 13:59:06,67.8,2019-05-16 13:59:06
2019-05-17 08:21:33,White,F16694,B10,,2019-05-16 04:51:00,Day 2,GRAVITY,9.46,2019-05-17 08:21:33,65.4,2019-05-17 08:21:33
2019-05-17 08:36:42,White,F16690,B08,,2019-05-15 17:50:00,Day 2,GRAVITY,6.64,2019-05-17 08:36:42,65.6,2019-05-17 08:36:42
2019-05-17 08:46:42,White,F16686,B05,,2019-05-15 09:19:00,Day 2,GRAVITY,6.9,2019-05-17 08:46:42,65.8,2019-05-17 08:46:42
2019-05-17 09:03:39,White,F16678,B16,,2019-05-14 23:09:00,Gravity Check,GRAVITY,4.9,2019-05-17 09:03:39,68.5,2019-05-17 09:03:39
2019-05-17 09:10:29,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Gravity Check,GRAVITY,3.11,2019-05-17 09:10:29,68.4,2019-05-17 09:10:29
2019-05-17 09:59:37,White,F16654,B18,,2019-05-08 18:44:00,Cold,GRAVITY,2.48,2019-05-17 09:59:37,60.3,2019-05-17 09:59:37
2019-05-17 10:07:50,White,F16646,B17,,2019-05-07 23:15:00,Cold,GRAVITY,2.48,2019-05-17 10:07:50,59.9,2019-05-17 10:07:50
2019-05-18 15:30:52,White,F16694,B10,,2019-05-16 04:51:00,Gravity Check,GRAVITY,4.6,2019-05-18 15:30:52,66.0,2019-05-18 15:30:52
2019-05-18 15:32:33,White,F16690,B08,,2019-05-15 17:50:00,Gravity Check,GRAVITY,2.62,2019-05-18 15:32:33,68.8,2019-05-18 15:32:33
2019-05-18 15:35:17,White,F16686,B05,,2019-05-15 09:19:00,Gravity Check,GRAVITY,2.81,2019-05-18 15:35:17,68.8,2019-05-18 15:35:17
2019-05-18 15:40:09,White,F16678,B16,,2019-05-14 23:09:00,Gravity Check,GRAVITY,2.65,2019-05-18 15:40:09,68.7,2019-05-18 15:40:09
2019-05-18 15:41:26,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Gravity Check,GRAVITY,2.45,2019-05-18 15:41:26,68.7,2019-05-18 15:41:26
2019-05-19 10:12:07,White,F16686,B05,,2019-05-15 09:19:00,Gravity Check,GRAVITY,2.65,2019-05-19 10:12:07,68.2,2019-05-19 10:12:07
2019-05-19 10:12:28,White,F16690,B08,,2019-05-15 17:50:00,Gravity Check,GRAVITY,2.58,2019-05-19 10:12:28,68.5,2019-05-19 10:12:28
2019-05-19 10:13:00,White,F16694,B10,,2019-05-16 04:51:00,Gravity Check,GRAVITY,2.89,2019-05-19 10:13:00,68.0,2019-05-19 10:13:00
2019-05-19 10:13:25,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Gravity Check,GRAVITY,2.38,2019-05-19 10:13:25,68.7,2019-05-19 10:13:25
2019-05-19 10:13:51,White,F16678,B16,,2019-05-14 23:09:00,Gravity Check,GRAVITY,2.65,2019-05-19 10:13:51,68.8,2019-05-19 10:13:51
2019-05-20 13:09:09,White,F16694,B10,,2019-05-16 04:51:00,Gravity Check,GRAVITY,2.45,2019-05-20 13:09:09,67.8,2019-05-20 13:09:09
2019-05-20 13:14:54,White,F16690,B08,,2019-05-15 17:50:00,Gravity Check,GRAVITY,2.51,2019-05-20 13:14:54,68.4,2019-05-20 13:14:54
2019-05-20 13:23:56,White,F16686,B05,,2019-05-15 09:19:00,Gravity Check,GRAVITY,2.55,2019-05-20 13:23:56,68.0,2019-05-20 13:23:56
2019-05-20 13:30:03,White,F16678,B16,,2019-05-14 23:09:00,Gravity Check,GRAVITY,2.51,2019-05-20 13:30:03,68.8,2019-05-20 13:30:03
2019-05-20 13:42:36,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Gravity Check,GRAVITY,2.35,2019-05-20 13:42:36,68.8,2019-05-20 13:42:36
2019-05-21 12:50:20,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Day 1,GRAVITY,10.56,2019-05-21 12:50:20,65.8,2019-05-21 12:50:20
2019-05-21 12:59:38,White,F16694,B10,,2019-05-16 04:51:00,Gravity Check,GRAVITY,2.56,2019-05-21 12:59:38,68.6,2019-05-21 12:59:38
2019-05-21 13:04:54,White,F16690,B08,,2019-05-15 17:50:00,Gravity Check,GRAVITY,2.51,2019-05-21 13:04:54,68.7,2019-05-21 13:04:54
2019-05-21 13:09:08,White,F16686,B05,,2019-05-15 09:19:00,Gravity Check,GRAVITY,2.53,2019-05-21 13:09:08,68.3,2019-05-21 13:09:08
2019-05-21 13:18:15,White,F16678,B16,,2019-05-14 23:09:00,Gravity Check,GRAVITY,2.56,2019-05-21 13:18:15,68.3,2019-05-21 13:18:15
2019-05-21 13:33:26,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Gravity Check,GRAVITY,2.4,2019-05-21 13:33:26,68.2,2019-05-21 13:33:26
2019-05-21 15:32:34,White,F16712,B03,,2019-05-21 23:11:00,Yeast Pitch,GRAVITY,7.2,2019-05-21 15:32:34,,
2019-05-22 09:15:59,White,F16712,B03,,2019-05-21 23:11:00,Day 1,GRAVITY,11.09,2019-05-22 09:15:59,64.6,2019-05-22 09:15:59
2019-05-22 09:38:27,White,F16708,B07,,2019-05-21 13:42:00,Day 1,GRAVITY,9.79,2019-05-22 09:38:27,65.7,2019-05-22 09:38:27
2019-05-22 09:58:06,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Day 2,GRAVITY,7.34,2019-05-22 09:58:06,65.7,2019-05-22 09:58:06
2019-05-22 10:48:04,White,F16694,B10,,2019-05-16 04:51:00,Gravity Check,GRAVITY,2.51,2019-05-22 10:48:04,68.5,2019-05-22 10:48:04
2019-05-22 10:53:00,White,F16690,B08,,2019-05-15 17:50:00,Gravity Check,GRAVITY,2.5,2019-05-22 10:53:00,68.6,2019-05-22 10:53:00
2019-05-22 10:57:27,White,F16686,B05,,2019-05-15 09:19:00,Gravity Check,GRAVITY,2.51,2019-05-22 10:57:27,68.2,2019-05-22 10:57:27
2019-05-22 11:16:55,White,F16678,B16,,2019-05-14 23:09:00,Gravity Check,GRAVITY,2.54,2019-05-22 11:16:55,68.2,2019-05-22 11:16:55
2019-05-22 11:30:58,White,F16670,B13,spunding trial,2019-05-14 03:32:00,Cold,GRAVITY,2.45,2019-05-22 11:30:58,60.1,2019-05-22 11:30:58
2019-05-23 08:52:58,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Day 1,GRAVITY,10.74,2019-05-23 08:52:58,60.6,2019-05-23 08:52:58
2019-05-23 09:01:52,White,F16712,B03,,2019-05-21 23:11:00,Day 2,GRAVITY,8.35,2019-05-23 09:01:52,65.3,2019-05-23 09:01:52
2019-05-23 09:20:28,White,F16708,B07,,2019-05-21 13:42:00,Day 2,GRAVITY,5.5,2019-05-23 09:20:28,65.4,2019-05-23 09:20:28
2019-05-23 09:39:45,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Gravity Check,GRAVITY,3.74,2019-05-23 09:39:45,68.5,2019-05-23 09:39:45
2019-05-23 09:56:22,White,F16694,B10,,2019-05-16 04:51:00,Gravity Check,GRAVITY,2.5,2019-05-23 09:56:22,68.5,2019-05-23 09:56:22
2019-05-23 10:34:06,White,F16690,B08,,2019-05-15 17:50:00,Gravity Check,GRAVITY,2.48,2019-05-23 10:34:06,68.5,2019-05-23 10:34:06
2019-05-23 10:49:19,White,F16686,B05,,2019-05-15 09:19:00,Cold,GRAVITY,2.52,2019-05-23 10:49:19,58.9,2019-05-23 10:49:19
2019-05-23 10:59:14,White,F16678,B16,,2019-05-14 23:09:00,Cold,GRAVITY,2.54,2019-05-23 10:59:14,60.3,2019-05-23 10:59:14
2019-05-24 08:31:23,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Day 2,GRAVITY,8.18,2019-05-24 08:31:23,65.7,2019-05-24 08:31:23
2019-05-24 08:35:43,White,F16712,B03,,2019-05-21 23:11:00,Gravity Check,GRAVITY,5.19,2019-05-24 08:35:43,65.1,2019-05-24 08:35:43
2019-05-24 08:50:58,White,F16708,B07,,2019-05-21 13:42:00,Gravity Check,GRAVITY,2.77,2019-05-24 08:50:58,68.3,2019-05-24 08:50:58
2019-05-24 08:56:10,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Gravity Check,GRAVITY,2.59,2019-05-24 08:56:10,68.7,2019-05-24 08:56:10
2019-05-24 09:05:43,White,F16694,B10,,2019-05-16 04:51:00,Cold,GRAVITY,2.53,2019-05-24 09:05:43,59.2,2019-05-24 09:05:43
2019-05-24 09:10:09,White,F16690,B08,,2019-05-15 17:50:00,Cold,GRAVITY,2.48,2019-05-24 09:10:09,58.0,2019-05-24 09:10:09
2019-05-25 16:19:14,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Gravity Check,GRAVITY,4.12,2019-05-25 16:19:14,63.3,2019-05-25 16:19:14
2019-05-25 16:20:49,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Gravity Check,GRAVITY,2.5,2019-05-25 16:20:49,68.7,2019-05-25 16:20:49
2019-05-25 16:25:28,White,F16712,B03,,2019-05-21 23:11:00,Gravity Check,GRAVITY,2.67,2019-05-25 16:25:28,68.3,2019-05-25 16:25:28
2019-05-25 16:26:43,White,F16708,B07,,2019-05-21 13:42:00,Gravity Check,GRAVITY,2.57,2019-05-25 16:26:43,68.5,2019-05-25 16:26:43
2019-05-26 12:39:06,White,F16712,B03,,2019-05-21 23:11:00,Gravity Check,GRAVITY,2.68,2019-05-26 12:39:06,68.1,2019-05-26 12:39:06
2019-05-26 12:39:29,White,F16708,B07,,2019-05-21 13:42:00,Gravity Check,GRAVITY,2.65,2019-05-26 12:39:29,68.2,2019-05-26 12:39:29
2019-05-26 12:40:38,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Gravity Check,GRAVITY,2.92,2019-05-26 12:40:38,65.0,2019-05-26 12:40:38
2019-05-26 12:41:10,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Gravity Check,GRAVITY,2.4,2019-05-26 12:41:10,68.9,2019-05-26 12:41:10
2019-05-27 09:09:26,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Gravity Check,GRAVITY,2.59,2019-05-27 09:09:26,65.3,2019-05-27 09:09:26
2019-05-27 09:13:07,White,F16712,B03,,2019-05-21 23:11:00,Gravity Check,GRAVITY,2.56,2019-05-27 09:13:07,68.0,2019-05-27 09:13:07
2019-05-27 09:17:40,White,F16708,B07,,2019-05-21 13:42:00,Gravity Check,GRAVITY,2.56,2019-05-27 09:17:40,68.5,2019-05-27 09:17:40
2019-05-27 09:34:43,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Gravity Check,GRAVITY,2.49,2019-05-27 09:34:43,68.2,2019-05-27 09:34:43
2019-05-28 08:24:38,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Day 1,GRAVITY,11.4,2019-05-28 08:24:38,64.4,2019-05-28 08:24:38
2019-05-28 08:43:09,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Gravity Check,GRAVITY,2.6,2019-05-28 08:43:09,65.4,2019-05-28 08:43:09
2019-05-28 08:58:36,White,F16712,B03,,2019-05-21 23:11:00,Gravity Check,GRAVITY,2.59,2019-05-28 08:58:36,68.0,2019-05-28 08:58:36
2019-05-28 09:03:22,White,F16708,B07,,2019-05-21 13:42:00,Gravity Check,GRAVITY,2.6,2019-05-28 09:03:22,68.4,2019-05-28 09:03:22
2019-05-28 09:09:56,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Gravity Check,GRAVITY,2.52,2019-05-28 09:09:56,68.2,2019-05-28 09:09:56
2019-05-29 08:24:24,White,F16738,B14,,2019-05-29 00:23:00,Day 1,GRAVITY,11.28,2019-05-29 08:24:24,64.8,2019-05-29 08:24:24
2019-05-29 08:39:45,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Day 2,GRAVITY,8.81,2019-05-29 08:39:45,65.7,2019-05-29 08:39:45
2019-05-29 09:01:15,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Gravity Check,GRAVITY,2.58,2019-05-29 09:01:15,65.3,2019-05-29 09:01:15
2019-05-29 09:06:43,White,F16712,B03,,2019-05-21 23:11:00,Gravity Check,GRAVITY,2.58,2019-05-29 09:06:43,67.6,2019-05-29 09:06:43
2019-05-29 09:19:12,White,F16708,B07,,2019-05-21 13:42:00,Gravity Check,GRAVITY,2.56,2019-05-29 09:19:12,68.1,2019-05-29 09:19:12
2019-05-29 09:48:27,White,F16700,B20,spunding trial,2019-05-21 03:36:00,Cold,GRAVITY,2.5,2019-05-29 09:48:27,60.2,2019-05-29 09:48:27
2019-05-30 08:58:20,White,F16754,B11,,2019-05-30 06:51:00,Day 1,GRAVITY,11.43,2019-05-30 08:58:20,64.5,2019-05-30 08:58:20
2019-05-30 09:13:46,White,F16746,B17,,2019-05-29 20:23:00,Day 1,GRAVITY,10.5,2019-05-30 09:13:46,65.5,2019-05-30 09:13:46
2019-05-30 09:31:35,White,F16738,B14,,2019-05-29 00:23:00,Day 2,GRAVITY,8.05,2019-05-30 09:31:35,64.9,2019-05-30 09:31:35
2019-05-30 09:40:02,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Gravity Check,GRAVITY,5.77,2019-05-30 09:40:02,65.7,2019-05-30 09:40:02
2019-05-30 10:22:27,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Gravity Check,GRAVITY,2.54,2019-05-30 10:22:27,65.3,2019-05-30 10:22:27
2019-05-30 10:38:17,White,F16712,B03,,2019-05-21 23:11:00,Cold,GRAVITY,2.58,2019-05-30 10:38:17,58.0,2019-05-30 10:38:17
2019-05-30 10:44:00,White,F16708,B07,,2019-05-21 13:42:00,Cold,GRAVITY,2.58,2019-05-30 10:44:00,57.6,2019-05-30 10:44:00
2019-05-31 09:25:22,White,F16754,B11,,2019-05-30 06:51:00,Day 2,GRAVITY,8.97,2019-05-31 09:25:22,65.6,2019-05-31 09:25:22
2019-05-31 09:49:08,White,F16746,B17,,2019-05-29 20:23:00,Day 2,GRAVITY,7.17,2019-05-31 09:49:08,65.7,2019-05-31 09:49:08
2019-05-31 10:02:57,White,F16738,B14,,2019-05-29 00:23:00,Gravity Check,GRAVITY,5.11,2019-05-31 10:02:57,65.6,2019-05-31 10:02:57
2019-05-31 10:09:23,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Gravity Check,GRAVITY,3.22,2019-05-31 10:09:23,68.5,2019-05-31 10:09:23
2019-05-31 10:27:19,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Gravity Check,GRAVITY,2.56,2019-05-31 10:27:19,65.3,2019-05-31 10:27:19
2019-06-01 11:57:02,White,F16754,B11,,2019-05-30 06:51:00,Gravity Check,GRAVITY,4.35,2019-06-01 11:57:02,65.7,2019-06-01 11:57:02
2019-06-01 12:03:00,White,F16746,B17,,2019-05-29 20:23:00,Gravity Check,GRAVITY,3.65,2019-06-01 12:03:00,68.4,2019-06-01 12:03:00
2019-06-01 12:04:35,White,F16738,B14,,2019-05-29 00:23:00,Gravity Check,GRAVITY,2.87,2019-06-01 12:04:35,68.9,2019-06-01 12:04:35
2019-06-01 12:06:08,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Gravity Check,GRAVITY,2.45,2019-06-01 12:06:08,68.5,2019-06-01 12:06:08
2019-06-01 12:12:37,White,F16716,B15,reduced boil,2019-05-22 18:29:00,Cold,GRAVITY,2.5,2019-06-01 12:12:37,59.9,2019-06-01 12:12:37
2019-06-02 15:11:43,White,F16754,B11,,2019-05-30 06:51:00,Gravity Check,GRAVITY,2.83,2019-06-02 15:11:43,68.5,2019-06-02 15:11:43
2019-06-02 15:12:57,White,F16738,B14,,2019-05-29 00:23:00,Gravity Check,GRAVITY,2.66,2019-06-02 15:12:57,68.7,2019-06-02 15:12:57
2019-06-02 15:13:40,White,F16746,B17,,2019-05-29 20:23:00,Gravity Check,GRAVITY,2.63,2019-06-02 15:13:40,68.9,2019-06-02 15:13:40
2019-06-02 15:14:06,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Gravity Check,GRAVITY,2.55,2019-06-02 15:14:06,68.5,2019-06-02 15:14:06
2019-06-03 09:55:42,White,F16754,B11,,2019-05-30 06:51:00,Gravity Check,GRAVITY,2.71,2019-06-03 09:55:42,68.7,2019-06-03 09:55:42
